vid,rank,views,likes,dislikes,time
C57,0,2019-01-20 00:25:38.605987,167217,33,5299
C56,0,2019-01-20 00:25:39.320568,182500,28,6695
C55,0,2019-01-20 00:25:39.905333,162970,31,5426
C54,0,2019-01-20 00:25:40.483865,167548,84,6063
0,103810,C65,48,2019-01-20 00:30:35.740246,7401
0,299151,C64,34,2019-01-20 00:30:36.415903,11088
0,583314,F14,534,2019-01-20 00:30:37.173995,24699
0,210153,C63,111,2019-01-20 00:30:37.866872,7618
0,185557,C62,59,2019-01-20 00:30:38.542738,7647
0,245170,C61,142,2019-01-20 00:30:39.205731,9834
0,229712,C60,128,2019-01-20 00:30:39.899500,8967
0,476846,F13,349,2019-01-20 00:30:40.600199,18622
0,218000,C59,401,2019-01-20 00:30:41.268836,6952
0,172540,C58,136,2019-01-20 00:30:41.910578,5911
0,167217,C57,33,2019-01-20 00:30:42.489886,5299
0,182500,C56,28,2019-01-20 00:30:43.192095,6695
0,162970,C55,31,2019-01-20 00:30:43.866775,5426
0,167548,C54,84,2019-01-20 00:30:44.545580,6063
7410,48,0,104408,C65,2019-01-20 00:35:34.582730
11089,34,0,299737,C64,2019-01-20 00:35:35.209268
