bikes,stations,bikestr
264,43,undefined-15;4-32;14-197;15-1;,2019-01-31 05:18:06.074810
264,43,undefined-15;4-32;14-197;15-1;,2019-01-31 06:10:47.489405
264,43,undefined-15;4-32;14-197;15-1;,2019-01-31 06:16:28.848257
264,43,undefined-15;4-32;14-197;15-1;,2019-01-31 06:16:29.166687
